tactic_labels,technique_labels,sub_technology_labels,text
"['TA0003', 'TA0004']",['T1546'],['T1546.001'],user file association preference stored [hkey_current_user]\software\microsoft\windows\currentversion\explorer\fileexts override association configured [hkey_classes_root].
"['TA0003', 'TA0004']",['T1543'],['T1543.002'],user level unit file stored /systemd/user directory user owned directory ($home).
"['TA0003', 'TA0004']",['T1547'],['T1547.015'],"user application use login item configure user environment launch commonly used service applications, email, chat, music applications."
['TA0042'],"['T1588', 'T1587']","['T1588.003', 'T1587.002']",user and/or security tool may trust signed piece code unsigned piece code even know issued certificate author is.
"['TA0043', 'TA0001']","['T1566', 'T1598']","['T1566.004', 'T1598.004']","user trained identify report social engineering technique spearphishing attempts, also suspicious verifying identify callers."
['TA0001'],['T1566'],['T1566'],user trained identify social engineering technique phishing emails.
['TA0043'],['T1598'],"['T1598.003', 'T1598.002', 'T1598.001']",user trained identify social engineering technique spearphishing attempts.
['TA0001'],['T1566'],['T1566.002'],user trained identify social engineering technique spearphishing email malicious link includes phishing consent oauth 2.0.
['TA0001'],['T1566'],['T1566.001'],user trained identify social engineering technique spearphishing emails.
['TA0001'],['T1566'],['T1566.003'],user trained identify social engineering technique spearphishing message malicious links.
['TA0005'],['T1553'],['T1553.001'],"user override notarization, result prompt executing ""unauthorized app"" security policy modified."
['TA0005'],['T1562'],['T1562.003'],"user checking changing histcontrol, histfile, histfilesize environment variable may suspicious."
"['TA0002', 'TA0003', 'TA0004']",['T1053'],['T1053.002'],"user listed at.allow enabled schedule action using at, whereas user listed at.deny file disabled utility."
['TA0002'],['T1204'],['T1204.001'],user may subjected social engineering get click link lead code execution.
['TA0002'],['T1204'],['T1204'],"user may subjected social engineering get execute malicious code by, example, opening malicious document file link."
['TA0002'],['T1204'],['T1204.002'],user may subjected social engineering get open file lead code execution.
"['TA0003', 'TA0004']",['T1098'],['T1098.004'],"user may edit system??s ssh config file modify directive pubkeyauthentication rsaauthentication value ""yes"" ensure public key rsa authentication enabled."
['TA0006'],['T1552'],['T1552.008'],"user may share various form credential (such usernames passwords, api keys, authentication tokens) private public corporate internal communication channels."
['TA0008'],['T1563'],['T1563'],"user may use valid credential log service specifically designed accept remote connections, telnet, ssh, rdp."
['TA0005'],['T1564'],['T1564.001'],user must explicitly ask show hidden file either via series graphical user interface (gui) prompt command line switch (dir /a window l ?ca linux macos).
['TA0005'],['T1564'],['T1564.001'],user must specifically change setting file viewable.
['TA0006'],['T1528'],['T1528'],user need trained authorize third-party application don??t recognize.
['TA0006'],['T1552'],['T1552.003'],"user often type usernames password command-line parameter programs, get saved file log out."
"['TA0003', 'TA0004']",['T1037'],['T1037.001'],"user purposefully adding benign script path result false positives; case rare, however."
['TA0006'],['T1528'],['T1528'],user also cautious permission granting apps.
['TA0006'],['T1555'],"['T1555.005', 'T1555.003']",user also educated identifying phishing attempt could steal session cooky credentials.
"['TA0005', 'TA0004']",['T1055'],['T1055.009'],user permission modify cases.
"['TA0043', 'TA0009']","['T1213', 'T1593']","['T1593.003', 'T1213.003']",user typically interact code repository web application command-line utility git.
['TA0002'],['T1203'],['T1203'],"user expect see file related application commonly used work, useful target exploit research development high utility."
['TA0042'],['T1588'],['T1588.007'],"using ai, adversary may draft generate content variety written language used phishing/phishing information campaigns."
['TA0006'],['T1558'],['T1558.001'],"using golden ticket, adversary able request ticket granting service (tgs) tickets, enable access specific resources."
['TA0005'],['T1070'],['T1070.001'],using redundant event collection model minimize single point failure risk.
['TA0005'],['T1562'],['T1562'],"using another process third-party tools, monitor modification access system process associated logging."
['TA0005'],['T1562'],['T1562.012'],"using another process third-party tools, monitor potentially malicious modification access auditd system process."
"['TA0003', 'TA0004']",['T1546'],['T1546.004'],"using bash example, default shell gnu/linux systems, adversary may add command launch malicious binary /etc/profile /etc/profile.d files."
"['TA0011', 'TA0042']","['T1583', 'T1102', 'T1584']","['T1584.006', 'T1102.001', 'T1102.002', 'T1102.003', 'T1583.006']","using common services, offered google twitter, make easier adversary hide expected noise."
['TA0011'],['T1102'],['T1102'],"using common services, offered google, microsoft, twitter, make easier adversary hide expected noise."
"['TA0003', 'TA0004']",['T1546'],['T1546.016'],"using legitimate applications, adversary distributed application modified installer script execute malicious content."
"['TA0003', 'TA0004']",['T1547'],['T1547.001'],using policy setting specify startup program creates corresponding value either two registry keys:
['TA0005'],['T1218'],['T1218.011'],"using rundll32.exe, vice executing directly ( shared modules), may avoid triggering security tool may monitor execution rundll32.exe process allowlists false positive normal operations."
['TA0005'],['T1562'],['T1562.012'],"using command line, adversary disable audit system service killing process associated auditd daemon use systemctl stop audit service."
['TA0005'],['T1564'],['T1564.002'],"using command line, adversary use dscl utility create hidden user account setting ishidden attribute 1."
['TA0006'],['T1003'],['T1003.003'],"using in-built window tool, ntdsutil.exe"
['TA0005'],['T1578'],['T1578.001'],"using information collected cloudtrail, determine request made, ip address request made, user made request, made, additional details.in azure, creation snapshot may captured azure activity logs."
"['TA0005', 'TA0007']",['T1497'],['T1497.003'],"using machine's local time, xcsset wait 43200 second (12 hours) initial creation timestamp specific file, .report."
"['TA0001', 'TA0005', 'TA0003', 'TA0004']",['T1078'],['T1078'],"using account may allow adversary evade detection, original account user present identify anomalous activity taking place account."
['TA0007'],['T1069'],['T1069.003'],using information adversary target account permission given object leverage account already compromised access object.
['TA0008'],['T1563'],['T1563.002'],using tscon.exe hijack rdp session requires system level permissions.
['TA0002'],['T1047'],['T1047'],"using wireshark/tshark decoders, wmi interface extracted wmi activity rpc detected."
"['TA0003', 'TA0004']",['T1547'],['T1547.015'],"usual application login item could include user add configure user environment, email, chat, music applications, administrator include organization setting protections."
"['TA0005', 'TA0011', 'TA0003']",['T1205'],['T1205'],"usually series packet consists attempted connection predefined sequence closed port ( port knocking), involve unusual flags, specific strings, unique characteristics."
['TA0008'],['T1021'],['T1021'],"usually, computer account local system account name end $ character."
['TA0007'],['T1049'],['T1049'],"utility command acquire information include netstat, ""net use,"" ""net session"" net."
"['TA0002', 'TA0003', 'TA0004']",['T1053'],['T1053'],utility exist within major operating system schedule program script executed specified date time.
['TA0005'],['T1027'],['T1027.002'],utility used perform software packing called packers.
['TA0005'],['T1006'],['T1006'],"utilities, ninjacopy, exist perform action powershell."
"['TA0003', 'TA0004']",['T1546'],['T1546.008'],utility argument binary monitored changes.
['TA0002'],['T1106'],['T1106'],"utilization window apis may involve process loading/accessing system dlls associated providing called function (ex: ntdll.dll, kernel32.dll, advapi32.dll, user32.dll, gdi32.dll)."
"['TA0005', 'TA0004']",['T1055'],['T1055.008'],utilize yama (ex: /proc/sys/kernel/yama/ptrace_scope) mitigate ptrace based process injection restricting use ptrace privileged user only.
['TA0002'],['T1204'],['T1204.003'],utilize trust model docker content trust digital signature ensure runtime verification integrity publisher specific image tags.
"['TA0003', 'TA0004']",['T1547'],['T1547.008'],utilize sysinternals autoruns/autorunsc utility examine loaded driver associated lsa.
['TA0042'],['T1586'],['T1586.001'],"utilizing existing persona may engender level trust potential victim relationship, knowledge of, compromised persona."
['TA0042'],['T1586'],['T1586.002'],"utilizing existing persona compromised email account may engender level trust potential victim relationship with, knowledge of, compromised persona."
"['TA0003', 'TA0004']",['T1546'],['T1546.011'],"utilizing shim may allow adversary perform several malicious act elevate privileges, install backdoors, disable defense like window defender, shim also abused establish persistence continuously invoked affected programs."
['TA0002'],['T1059'],['T1059.005'],"vb execution likely perform action various effect system may generate events, depending type monitoring used."
['TA0002'],['T1059'],['T1059.005'],vb programming language created microsoft interoperability many window technology component object model native api window api.
